Shop Type,Name,Address,Phone Number,Has Website,Opening Hours
Record Stores,Superfly Records,"53 Rue Notre Dame de Nazareth, 75003 Paris, France",01 44 61 06 07,True,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Record Stores,A-One Paris,"42 Rue de Montreuil, 75011 Paris, France",09 73 88 28 70,True,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM"
Record Stores,ADDICTIVE STORE,"66 Bd de la République, 92100 Boulogne-Billancourt, France",01 46 94 09 04,True,"Monday: Closed, Tuesday: 3:00 – 7:00 PM, Wednesday: 3:00 – 7:00 PM, Thursday: 3:00 – 7:00 PM, Friday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Saturday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Sunday: Closed"
Record Stores,Rock Paradise,"42 Rue Duranton, 75015 Paris, France",06 89 38 41 74,True,"Monday: Closed, Tuesday: 11:00 AM – 1:00 PM, 2:00 – 6:30 PM, Wednesday: 11:00 AM – 1:00 PM, 2:00 – 6:30 PM, Thursday: 11:00 AM – 1:00 PM, 2:00 – 6:30 PM, Friday: 11:00 AM – 1:00 PM, 2:00 – 6:30 PM, Saturday: 11:00 AM – 1:00 PM, 2:00 – 6:30 PM, Sunday: Closed"
Record Stores,The Mixtape,"32 Rue des Trois Frères, 75018 Paris, France",09 88 58 73 44,False,"Monday: 11:00 AM – 1:00 PM, 1:30 – 7:30 PM, Tuesday: 11:00 AM – 7:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:30 PM, Friday: 11:00 AM – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: 2:00 – 7:00 PM"
Record Stores,Toolbox Records,"30 Rue Saint-Ambroise, 75011 Paris, France",01 48 05 80 16,True,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: Closed, Thursday: Closed, Friday: 12:00 – 7:00 PM, Saturday: Closed, Sunday: Closed"
Record Stores,Sam Records,"22 Rue Taylor, 75010 Paris, France",09 54 01 07 20,False,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 1:00 – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: Closed"
Record Stores,Transversales Shop,"22 Rue du Ruisseau, 75018 Paris, France",09 52 17 84 43,True,"Monday: 10:00 AM – 2:00 PM, 4:00 – 8:30 PM, Tuesday: 10:00 AM – 2:00 PM, 4:00 – 8:30 PM, Wednesday: 10:00 AM – 2:00 PM, 4:00 – 8:30 PM, Thursday: 10:00 AM – 2:00 PM, 4:00 – 8:30 PM, Friday: 10:00 AM – 2:00 PM, 4:00 – 8:30 PM, Saturday: 10:00 AM – 8:30 PM, Sunday: 10:00 AM – 1:30 PM"
Record Stores,Yoyaku,"3ème cour intérieur sonette/ringbell : Chapelle, 14 Bd de la Chapelle, 75018 Paris, France",01 80 06 64 01,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: Closed"
Record Stores,Balades Sonores,"8 Rue Pierre Picard, 75018 Paris, France",01 70 64 97 88,True,"Monday: Closed, Tuesday: 11:30 AM – 7:30 PM, Wednesday: 11:30 AM – 7:30 PM, Thursday: 11:30 AM – 7:30 PM, Friday: 11:30 AM – 7:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: Closed"
Record Stores,CrocoDisc,"42 Rue des Écoles, 75005 Paris, France",01 43 54 47 95,True,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Record Stores,Broc recordz,"23bis Rue Anatole France, 91700 Sainte-Geneviève-des-Bois, France",01 69 51 19 69,True,"Monday: 10:00 AM – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: Closed"
Record Stores,POP MUSIC,"25 Rue de Noailles, 78000 Versailles, France",01 39 53 08 24,True,"Monday: Closed, Tuesday: 11:00 AM – 1:00 PM, 2:30 – 7:30 PM, Wednesday: 11:00 AM – 1:00 PM, 2:30 – 7:30 PM, Thursday: 11:00 AM – 1:00 PM, 2:30 – 7:30 PM, Friday: 11:00 AM – 1:00 PM, 2:30 – 7:30 PM, Saturday: 11:00 AM – 1:00 PM, 2:30 – 7:30 PM, Sunday: Closed"
Record Stores,Le Silence de la Rue,"39 Rue Faidherbe, 75011 Paris, France",01 40 24 16 16,True,"Monday: 11:00 AM – 7:30 PM, Tuesday: 11:00 AM – 7:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:30 PM, Friday: 11:00 AM – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: Closed"
Record Stores,Heart Beat Vinyl,"26 Rue Godefroy Cavaignac, 75011 Paris, France",09 51 65 92 08,True,"Monday: 12:00 – 7:00 PM, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Record Stores,Monster Melodies,"9 Rue des Déchargeurs, 75001 Paris, France",01 40 28 09 39,True,"Monday: 2:00 – 7:00 PM, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Record Stores,Musiques Musiques,"13 Rue Gérando, 75009 Paris, France",06 24 53 48 58,False,"Monday: 2:00 – 7:30 PM, Tuesday: 2:00 – 7:30 PM, Wednesday: 2:00 – 7:30 PM, Thursday: 2:00 – 7:30 PM, Friday: 2:00 – 7:30 PM, Saturday: 2:00 – 7:30 PM, Sunday: Closed"
Record Stores,Rock'n'Roll Voltage,"23 Rue du Roi de Sicile, 75004 Paris, France",01 42 74 64 19,True,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Record Stores,Patate Records,"57 Rue de Charonne, 75011 Paris, France",01 48 06 58 11,True,"Monday: Closed, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed"
Record Stores,Big Smile Bazaar,"6 Rue du Ponceau, 75002 Paris, France",09 83 89 83 32,True,"Monday: 1:00 – 7:00 PM, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed"
Record Stores,Plastic Soul Records,"93 Av. Ledru Rollin, 75011 Paris, France",01 43 55 77 44,False,"Monday: 3:00 – 8:00 PM, Tuesday: 11:30 AM – 1:00 PM, 3:00 – 8:00 PM, Wednesday: 11:30 AM – 1:00 PM, 3:00 – 8:00 PM, Thursday: 11:30 AM – 1:00 PM, 3:00 – 8:00 PM, Friday: 11:30 AM – 1:00 PM, 3:00 – 8:00 PM, Saturday: 11:00 AM – 1:00 PM, 3:00 – 8:00 PM, Sunday: Closed"
Record Stores,Music House Paris,"6 Rue de la Boule Rouge, 75009 Paris, France",09 54 83 57 82,False,"Monday: 10:30 AM – 7:00 PM, Tuesday: 9:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 9:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 1:00 – 7:30 PM, Sunday: Closed"
Record Stores,GROUND ZERO,"114 Rue du Faubourg Poissonnière, 75010 Paris, France",09 83 20 84 42,True,"Monday: Closed, Tuesday: 11:30 AM – 7:30 PM, Wednesday: 11:30 AM – 7:30 PM, Thursday: 11:30 AM – 7:30 PM, Friday: 11:30 AM – 7:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: Closed"
Record Stores,Paris Jazz Corner,"5 Rue de Navarre, 75005 Paris, France",0 893 02 51 73,True,"Monday: Closed, Tuesday: 12:00 – 8:00 PM, Wednesday: 12:00 – 8:00 PM, Thursday: 12:00 – 8:00 PM, Friday: 12:00 – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: Closed"
Record Stores,Music Fear Satan,"4 Bis Rue Richard Lenoir, 75011 Paris, France",01 56 92 29 60,True,"Monday: Closed, Tuesday: 11:30 AM – 7:30 PM, Wednesday: 11:30 AM – 7:30 PM, Thursday: 11:30 AM – 7:30 PM, Friday: 11:30 AM – 7:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: Closed"
Record Stores,Syncrophone Records,"4 Rue des Taillandiers, 75011 Paris, France",01 48 05 35 30,True,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Record Stores,mesvinyles.fr,"58 Rue Jeanne d'Arc, 91300 Massy, France",06 68 88 53 22,True,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: Closed"
Record Stores,VINYL OFFICE,"9 Rue Trousseau, 75011 Paris, France",06 86 87 39 77,True,"Monday: Closed, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Record Stores,Vinyles productions,"96 Rue Duhesme, 75018 Paris, France",01 58 30 84 14,False,
Record Stores,Classical Unlimited - Disquaire vinyle,"5 Pl. Pinel, 75013 Paris, France",07 68 12 00 43,False,"Monday: 9:00 AM – 7:30 PM, Tuesday: 9:00 AM – 7:30 PM, Wednesday: 9:00 AM – 7:30 PM, Thursday: 9:00 AM – 7:30 PM, Friday: 9:00 AM – 7:30 PM, Saturday: 9:00 AM – 5:00 PM, Sunday: 11:00 AM – 5:00 PM"
Record Stores,Vinyle-poprock.fr,"1 Parc de la Bérengère, 92210 Saint-Cloud, France",06 42 74 37 57,True,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Record Stores,Into The,"22 Bd Vincent Auriol, 75013 Paris, France",,False,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Record Stores,Blazing Music,"140 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",07 85 07 85 90,True,"Monday: 11:00 AM – 6:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 11:00 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM"
Record Stores,Rocket Records,"140 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",06 13 12 88 41,True,"Monday: 10:00 AM – 6:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 10:00 AM – 4:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM"
Record Stores,Another Music Records,"306 Rue des Pyrénées, 75020 Paris, France",06 11 91 21 14,True,
Record Stores,Feel Good Vinyl,"25 Rue Saint-Antoine, 75004 Paris, France",06 23 42 61 40,True,"Monday: 12:00 – 8:30 PM, Tuesday: 6:00 – 8:30 PM, Wednesday: 6:00 – 8:30 PM, Thursday: 6:00 – 8:30 PM, Friday: 6:00 – 8:30 PM, Saturday: 12:00 – 8:30 PM, Sunday: 12:00 – 8:30 PM"
Record Stores,VINTAGE MUSIC POWER,"209 Rue Saint-Maur, 75010 Paris, France",06 13 24 23 78,False,"Monday: Closed, Tuesday: Closed, Wednesday: 1:00 – 8:00 PM, Thursday: 1:00 – 8:00 PM, Friday: 1:00 – 8:00 PM, Saturday: 2:00 – 8:00 PM, Sunday: 2:00 – 8:00 PM"
Record Stores,Supersonic Records,"9 bis Rue Biscornet, 75012 Paris, France",06 84 16 91 53,True,"Monday: 7:00 – 11:00 PM, Tuesday: 7:00 – 11:00 PM, Wednesday: 7:00 – 11:00 PM, Thursday: 7:00 – 11:00 PM, Friday: 7:00 – 11:00 PM, Saturday: 7:00 – 11:00 PM, Sunday: 7:00 – 11:00 PM"
Record Stores,Musiques Musiques,"13 Rue Gérando, 75009 Paris, France",06 24 53 48 58,False,"Monday: 2:00 – 7:00 PM, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Record Stores,Etoile Disques,"21 Rue Lebon, 75017 Paris, France",01 58 57 93 26,True,"Monday: Closed, Tuesday: 11:00 AM – 7:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:30 PM, Friday: 11:00 AM – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: Closed"
Record Stores,Kanaga Records,"30 Rue de l'Ourcq, 75019 Paris, France",09 83 66 67 51,True,"Monday: 3:00 – 7:00 PM, Tuesday: 12:30 – 8:00 PM, Wednesday: 12:30 – 8:00 PM, Thursday: 12:30 – 8:00 PM, Friday: 12:30 – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: Closed"
Record Stores,Cracki Records Shop,"30 Rue Etienne Dolet, 75020 Paris, France",,True,"Monday: 2:00 – 7:00 PM, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: Closed, Sunday: Closed"
Record Stores,Major Tom,"81 Rue du Charolais, 75012 Paris, France",07 89 55 89 39,True,
Record Stores,Hands And Arms Music,"72 Rue Crozatier, 75012 Paris, France",06 48 36 62 07,True,"Monday: Closed, Tuesday: 11:00 AM – 6:00 PM, Wednesday: 11:00 AM – 6:00 PM, Thursday: 11:00 AM – 6:00 PM, Friday: 11:00 AM – 6:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Record Stores,Soul Ableta Disquaire,"47 Rue Marcadet, 75018 Paris, France",01 73 75 80 79,True,"Monday: 1:00 – 7:00 PM, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: 3:00 – 6:00 PM"
Record Stores,ZIC & BUL,"76 Av. de la République, 75011 Paris, France",01 43 57 64 36,True,"Monday: Closed, Tuesday: 11:00 AM – 5:45 PM, Wednesday: 11:00 AM – 5:45 PM, Thursday: 11:00 AM – 5:45 PM, Friday: 11:00 AM – 5:45 PM, Saturday: 11:00 AM – 5:45 PM, Sunday: Closed"
Record Stores,Aux comptoirs du chineur,"49 Rue Saint-Paul, 75004 Paris, France",01 42 72 47 39,False,"Monday: Closed, Tuesday: 2:00 – 8:30 PM, Wednesday: 2:00 – 8:30 PM, Thursday: 2:00 – 8:30 PM, Friday: 2:00 – 8:30 PM, Saturday: 2:00 – 8:30 PM, Sunday: 2:00 – 8:30 PM"
Record Stores,Panorama Records,"Marché Dauphine (Stand 227, 140 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",06 08 78 13 60,True,"Monday: 11:00 AM – 5:30 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: 10:00 AM – 6:00 PM, Sunday: 11:00 AM – 6:00 PM"
Gift Shops,Gift store,"20 Av. Raphaël, 75016 Paris, France",,False,
Gift Shops,Senteurs de France,"66bis Rue Yves le Coz, 78000 Versailles, France",06 10 02 68 43,True,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Gift Shops,Gift shop Paris INC,"23 Rue Saint-Jacques, 75005 Paris, France",,False,
Gift Shops,Gift Advice cadeaux sur mesure,"39 Quai de Grenelle, 75015 Paris, France",07 64 74 00 59,True,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Gift Shops,Gifts Souvenirs,"142 Av. des Champs-Élysées, 75008 Paris, France",,False,
Gift Shops,World Souvenirs,"3 Rue de l'Échelle, 75001 Paris, France",,False,
Gift Shops,Les Parisettes,"10 Rue Gramme, 75015 Paris, France",01 75 43 23 65,True,"Monday: 10:30 AM – 1:00 PM, 2:00 – 6:30 PM, Tuesday: 10:30 AM – 1:00 PM, 2:00 – 6:30 PM, Wednesday: 10:30 AM – 1:00 PM, 2:00 – 6:30 PM, Thursday: 10:30 AM – 1:00 PM, 2:00 – 6:30 PM, Friday: 10:30 AM – 1:00 PM, 2:00 – 6:30 PM, Saturday: Closed, Sunday: Closed"
Gift Shops,Gifts from the Tower,"19 Av. de la Bourdonnais, 75007 Paris, France",01 45 55 49 18,False,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 10:00 AM – 9:00 PM"
Gift Shops,Les ulis,"91940 Les Ulis, France",,False,
Gift Shops,Souvenir’s Factory,"6 Quai du Marché Neuf - Maurice Grimaud, 75004 Paris, France",01 43 25 20 00,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 6:00 PM"
Gift Shops,Souvenirs Lagrange,"3 Rue Lagrange, 75005 Paris, France",,False,"Monday: 10:30 AM – 8:15 PM, Tuesday: 10:30 AM – 8:15 PM, Wednesday: 10:30 AM – 8:15 PM, Thursday: 10:30 AM – 8:15 PM, Friday: 10:30 AM – 8:15 PM, Saturday: 10:30 AM – 8:15 PM, Sunday: 10:30 AM – 8:15 PM"
Gift Shops,Souvenirs De Paris Gift-Cadeaux,"11 Rue Dauphine, 75006 Paris, France",,False,"Monday: Closed, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed"
Gift Shops,Wonder Gift,"78 Av. des Champs-Élysées, 75008 Paris, France",01 42 25 52 16,False,"Monday: 10:00 AM – 8:30 PM, Tuesday: 10:00 AM – 8:30 PM, Wednesday: 10:00 AM – 8:30 PM, Thursday: 10:00 AM – 8:30 PM, Friday: 10:00 AM – 8:30 PM, Saturday: 10:00 AM – 8:30 PM, Sunday: 10:00 AM – 8:30 PM"
Gift Shops,Mon Souvenir de Paris by Atelier Pato,"7 Rue des Taillandiers Atelier 1.07, 75011 Paris, France",07 82 13 53 63,True,"Monday: 10:00 AM – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: Closed, Sunday: Closed"
Gift Shops,Par’Ici,"52 Rue Mouffetard, 75005 Paris, France",01 43 31 79 85,True,"Monday: 9:30 AM – 8:00 PM, Tuesday: 9:30 AM – 8:00 PM, Wednesday: 9:30 AM – 8:00 PM, Thursday: 9:30 AM – 8:00 PM, Friday: 9:30 AM – 8:00 PM, Saturday: 9:30 AM – 8:00 PM, Sunday: 9:30 AM – 7:30 PM"
Gift Shops,Paris Gifts Souvenirs,"17 Rue du Petit Pont, 75005 Paris, France",,False,"Monday: 9:00 AM – 10:00 PM, Tuesday: 9:00 AM – 10:00 PM, Wednesday: 9:00 AM – 10:00 PM, Thursday: 9:00 AM – 10:00 PM, Friday: 9:00 AM – 10:00 PM, Saturday: 9:00 AM – 10:00 PM, Sunday: 9:00 AM – 10:00 PM"
Gift Shops,Gif Souris Verte,"15 Rue Henri Amodru, 91190 Gif-sur-Yvette, France",01 69 07 24 18,False,"Monday: Closed, Tuesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Wednesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Sunday: Closed"
Gift Shops,Bring Home France,"3 Rue de Birague, 75004 Paris, France",09 81 64 91 09,True,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Gift Shops,Jojo's Souvenirs,"51 Av. de la Bourdonnais, 75007 Paris, France",09 50 85 19 89,False,"Monday: 10:00 AM – 12:00 AM, Tuesday: 10:00 AM – 12:00 AM, Wednesday: 10:00 AM – 12:00 AM, Thursday: 10:00 AM – 12:00 AM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 12:00 AM"
Gift Shops,Souvenirs of Paris,"4 Rue de Tilsitt, 75008 Paris, France",01 42 25 76 34,False,"Monday: 9:00 AM – 12:00 AM, Tuesday: 9:00 AM – 12:00 AM, Wednesday: 9:00 AM – 12:00 AM, Thursday: 9:00 AM – 12:00 AM, Friday: 9:00 AM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 12:00 AM"
Gift Shops,Souvenirs Center,"214 Rue de Rivoli, 75001 Paris, France",01 71 20 22 89,False,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 8:00 PM"
Gift Shops,La Suvina - Souvenirs De Paris,"174 Rue de Rivoli, 75001 Paris, France",01 42 60 63 45,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 7:00 PM"
Gift Shops,Pylones,"7 Rue Tardieu, 75018 Paris, France",01 46 06 37 00,True,"Monday: 10:30 AM – 7:30 PM, Tuesday: 10:30 AM – 7:30 PM, Wednesday: 10:30 AM – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: 10:00 AM – 7:30 PM"
Gift Shops,Beau Souvenir,"156 Rue de Rivoli, 75001 Paris, France",01 42 61 09 44,False,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 7:00 PM"
Gift Shops,ARN Souvenirs,"31 Rue Saint-André des Arts, 75006 Paris, France",,False,"Monday: 10:00 AM – 11:30 PM, Tuesday: 10:00 AM – 11:30 PM, Wednesday: 10:00 AM – 11:30 PM, Thursday: 10:00 AM – 11:30 PM, Friday: 10:00 AM – 11:30 PM, Saturday: 10:00 AM – 11:30 PM, Sunday: 10:00 AM – 11:30 PM"
Gift Shops,Les Souvenirs De Paris,"103 Quai Jacques Chirac, 75015 Paris, France",01 45 78 14 58,True,"Monday: 10:00 AM – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM"
Gift Shops,Pylones,"99 Rue de Rivoli, 75001 Paris, France",01 40 15 96 65,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 11:00 AM – 6:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 7:00 PM"
Gift Shops,Moulin Rouge Boutique,"11 Rue Lepic, 75018 Paris, France",01 53 09 82 71,True,"Monday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Tuesday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Wednesday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Thursday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Friday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Saturday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM, Sunday: 10:00 AM – 2:00 PM, 2:45 – 7:00 PM"
Gift Shops,Anna Modica,"8 BIS Rue de Paris, 91400 Orsay, France",09 81 00 67 25,False,"Monday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Tuesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Wednesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: 10:00 AM – 12:30 PM, 2:30 – 7:00 PM, Sunday: Closed"
Gift Shops,Souvenirs De Paris,"Rue de la Colombe, 75004 Paris, France",,False,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Gift Shops,Sanlis Souvenirs,"37 Rue Delambre, 75014 Paris, France",01 40 47 85 34,False,"Monday: 10:00 AM – 9:00 PM, Tuesday: Closed, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:00 PM, Saturday: 10:00 AM – 9:00 PM, Sunday: 4:00 – 9:00 PM"
